task_id,model_name,model_base,example_id,audio_filename,question,predicted_label,predicted_text,answer_label,answer_text,answer_type,is_correct,parse_status,raw_prediction,n_options,predicted_type,run_id,use_audio,latency_ms
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128131.mp3__2,128131.mp3,"What happens immediately after this event first appears: ""An unknown animal or bird sound is heard in the background.""?",A,A wolf or a dog howling.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128132.mp3__0,128132.mp3,"What happens immediately after this event first appears: ""A dog makes a short, low-pitched moan inside a room.""?",B,"An Alaskan Malamute dog makes a long moan that starts high, dips to a lower tone, then rises again indoors.",D,"An Alaskan Malamute dog moans, starting with a high pitch and then lowering to a deeper tone.",event,False,exact-label,B,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128132.mp3__1,128132.mp3,"What happens immediately after this event first appears: ""An Alaskan Malamute dog moans, starting with a high pitch and then lowering to a deeper tone.""?",A,An Alaskan Malamute moans with varying volume and sudden high-pitched tones like crying.,B,A dog moans in a low tone that sharply rises in the middle.,event,False,exact-label,A,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128132.mp3__2,128132.mp3,"What happens immediately after this event first appears: ""A dog moans in a low tone that sharply rises in the middle.""?",C,"An Alaskan Malamute dog moans, starting with a high pitch and then lowering to a deeper tone.",D,An Alaskan Malamute moans with varying volume and sudden high-pitched tones like crying.,event,False,exact-label,C,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128132.mp3__3,128132.mp3,"What happens immediately after this event first appears: ""An Alaskan Malamute moans with varying volume and sudden high-pitched tones like crying.""?",C,"An Alaskan Malamute dog makes a long moan that starts high, dips to a lower tone, then rises again indoors.",C,"An Alaskan Malamute dog makes a long moan that starts high, dips to a lower tone, then rises again indoors.",event,True,exact-label,C,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128132.mp3__4,128132.mp3,"What happens immediately after this event first appears: ""An Alaskan Malamute dog makes a long moan that starts high, dips to a lower tone, then rises again indoors.""?",B,"An Alaskan Malamute dog moans, starting with a high pitch and then lowering to a deeper tone.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128137.mp3__0,128137.mp3,"What happens immediately after this event first appears: ""A wolf whines quietly.""?",B,A dog howls quietly.,C,A wolf is whining.,event,False,exact-label,B,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128137.mp3__1,128137.mp3,"What happens immediately after this event first appears: ""A wolf is whining.""?",C,A wolf whines quietly.,E,A dog whines quietly.,event,False,exact-label,C,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128137.mp3__2,128137.mp3,"What happens immediately after this event first appears: ""A dog whines quietly.""?",C,"A dog howls, starting quietly and then getting louder.",A,A dog howls loudly.,event,False,exact-label,C,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128137.mp3__3,128137.mp3,"What happens immediately after this event first appears: ""A dog howls loudly.""?",A,"A dog howls, starting quietly and then getting louder.",E,A dog howls quietly.,event,False,exact-label,A,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128137.mp3__4,128137.mp3,"What happens immediately after this event first appears: ""A dog howls quietly.""?",E,"A dog howls, starting quietly and then getting louder.",E,"A dog howls, starting quietly and then getting louder.",event,True,exact-label,E,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128137.mp3__5,128137.mp3,"What happens immediately after this event first appears: ""A dog howls, starting quietly and then getting louder.""?",E,A dog howls loudly.,C,"This is the last event, no immediate event after.",none,False,exact-label,E,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128234.mp3__1,128234.mp3,"What happens immediately after this event first appears: ""A dog whines.""?",B,A dog howls.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128887.mp3__1,128887.mp3,"What happens immediately after this event first appears: ""A drum kit produces a crisp, rhythmic beat.""?",B,"Cymbals produce short, metallic bursts.",A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128888.mp3__0,128888.mp3,"What happens immediately after this event first appears: ""A drum is played with a steady beat indoors.""?",B,A drum is being played with a steady beat indoors.,B,A drum is being played with a steady beat indoors.,event,True,exact-label,B,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128888.mp3__1,128888.mp3,"What happens immediately after this event first appears: ""A drum is being played with a steady beat indoors.""?",B,A drum is played with a steady beat indoors.,C,A man breathes in shortly in the background.,event,False,exact-label,B,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128891.mp3__2,128891.mp3,"What happens immediately after this event first appears: ""A dog is breathing loudly.""?",C,A dog barks.,B,"This is the last event, no immediate event after.",none,False,exact-label,C,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,128893.mp3__2,128893.mp3,"What happens immediately after this event first appears: ""Continuous repetitive gargling sounds.""?",B,A short sneeze.,C,"This is the last event, no immediate event after.",none,False,exact-label,B,3,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129294.mp3__1,129294.mp3,"What happens immediately after this event first appears: ""Two quiet, dull knocks on wood.""?",B,A single metallic clank sounds.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129308.mp3__1,129308.mp3,"What happens immediately after this event first appears: ""Water drips once.""?",B,Water drips repeatedly from a tap.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129314.mp3__2,129314.mp3,"What happens immediately after this event first appears: ""A faint water dripping in a steady pattern in the background.""?",C,"This is the last event, no immediate event after.",C,"This is the last event, no immediate event after.",none,True,exact-label,C,3,none,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129317.mp3__0,129317.mp3,"What happens immediately after this event first appears: ""Slow, rhythmic dripping of water from a leaking faucet, creating a damp and resonant ambiance.""?",B,"Water drips slowly and rhythmically from a leaking faucet, creating a damp and resonant ambiance.",B,"Water drips slowly and rhythmically from a leaking faucet, creating a damp and resonant ambiance.",event,True,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129317.mp3__1,129317.mp3,"What happens immediately after this event first appears: ""Water drips slowly and rhythmically from a leaking faucet, creating a damp and resonant ambiance.""?",A,"Slow, rhythmic dripping of water from a leaking faucet, creating a damp and resonant ambiance.",B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129322.mp3__1,129322.mp3,"What happens immediately after this event first appears: ""Liquid dripping and splashing.""?",A,Liquid is dripping.,B,"This is the last event, no immediate event after.",none,False,exact-label,A,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129532.mp3__2,129532.mp3,"What happens immediately after this event first appears: ""A drum cymbal is hit once, with the sound fading.""?",F,A snare drum is hit repeatedly to a specific beat.,E,A kick drum is being played repeatedly with a constant beat.,event,False,exact-label,F,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129532.mp3__6,129532.mp3,"What happens immediately after this event first appears: ""A snare drum is hit repeatedly to a specific beat.""?",C,A snare drum is hit rapidly and repeatedly.,F,"This is the last event, no immediate event after.",none,False,exact-label,C,7,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129649.mp3__1,129649.mp3,"What happens immediately after this event first appears: ""A noisy crash cymbal is hit.""?",B,A drum set plays a steady rhythm.,A,"This is the last event, no immediate event after.",none,False,exact-label,B,2,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129654.mp3__3,129654.mp3,"What happens immediately after this event first appears: ""Drums are hitting loudly in a repeating pattern.""?",B,"A drum kit plays a fast, rhythmic, repeating pattern.",D,Hi-hats hit with a metallic sound in a fading pattern.,event,False,exact-label,B,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,129654.mp3__5,129654.mp3,"What happens immediately after this event first appears: ""A drum kit plays a fast, rhythmic, repeating pattern.""?",C,"Drum kit hits a fast, rhythmic pattern that repeats and fades.",D,"This is the last event, no immediate event after.",none,False,exact-label,C,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130127.mp3__1,130127.mp3,"What happens immediately after this event first appears: ""A car is driving in the background.""?",B,A car is braking with squeaky tires.,A,A car is approaching.,event,False,exact-label,B,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130127.mp3__3,130127.mp3,"What happens immediately after this event first appears: ""A car is braking with squeaky tires.""?",E,A car is approaching.,D,People singing and yelling in the distance.,event,False,exact-label,E,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130127.mp3__4,130127.mp3,"What happens immediately after this event first appears: ""People singing and yelling in the distance.""?",D,People are yelling and singing.,C,"This is the last event, no immediate event after.",none,False,exact-label,D,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130367.mp3__3,130367.mp3,"What happens immediately after this event first appears: ""Wind blows loudly in the distance, increasing then decreasing in volume.""?",C,A bike is being ridden outdoors with the freewheel.,A,"This is the last event, no immediate event after.",none,False,exact-label,C,4,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130473.mp3__3,130473.mp3,"What happens immediately after this event first appears: ""A bird calls in the distance with a high-pitched sound.""?",B,"A helicopter passes by, producing a deep, rhythmic rotor sound that gradually fades into the distance.",C,A cricket chirps rhythmically and repetitively.,event,False,exact-label,B,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130537.mp3__2,130537.mp3,"What happens immediately after this event first appears: ""An electronic doorbell with three tones rings.""?",C,A woman is making a loudspeaker announcement.,B,A male voice makes an indistinct loudspeaker announcement in the background.,event,False,exact-label,C,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130537.mp3__3,130537.mp3,"What happens immediately after this event first appears: ""A male voice makes an indistinct loudspeaker announcement in the background.""?",C,A woman is making a loudspeaker announcement.,C,A woman is making a loudspeaker announcement.,event,True,exact-label,C,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130537.mp3__4,130537.mp3,"What happens immediately after this event first appears: ""A woman is making a loudspeaker announcement.""?",B,A male voice makes an indistinct loudspeaker announcement in the background.,D,"This is the last event, no immediate event after.",none,False,exact-label,B,5,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130783.mp3__1,130783.mp3,"What happens immediately after this event first appears: ""A pig is eating and honking continuously.""?",C,A pig chomps and oinks loudly and closely.,D,A pig chomps and oinks rapidly and closely.,event,False,exact-label,C,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130783.mp3__2,130783.mp3,"What happens immediately after this event first appears: ""A pig chomps and oinks rapidly and closely.""?",B,A pig chomps continuously very close.,D,"A train horn honks continuously as it approaches the station from a distance, creating an echo.",event,False,exact-label,B,6,event,20260217_122811,True,
MCQ-ORDER,qwen2-audio-7b-instruct,Qwen/Qwen2-Audio-7B-Instruct,130783.mp3__4,130783.mp3,"What happens immediately after this event first appears: ""A pig chomps and oinks loudly and closely.""?",D,A pig chomps and oinks rapidly and closely.,E,A pig chomps continuously very close.,event,False,exact-label,D,6,event,20260217_122811,True,
